"arxiv_category","arxiv_abstract"
"stat.TH","  We develop deterministic perturbation bounds for singular values and vectors
of orthogonally decomposable tensors, in a spirit similar to classical results
for matrices. Our bounds exhibit intriguing differences between matrices and
higher-order tensors. Most notably, they indicate that for higher-order tensors
perturbation affects each singular value/vector in isolation. In particular,
its effect on a singular vector does not depend on the multiplicity of its
corresponding singular value or its distance from other singular values. Our
results can be readily applied and provide a unified treatment to many
different problems involving higher-order orthogonally decomposable tensors. In
particular, we illustrate the implications of our bounds through three
connected yet seemingly different high dimensional data analysis tasks: tensor
SVD, tensor regression and estimation of latent variable models, leading to new
insights in each of these settings.
"
"stat.TH","  We study posterior concentration properties of Bayesian procedures for
estimating finite Gaussian mixtures in which the number of components is
unknown and allowed to grow with the sample size. Under this general setup, we
derive a series of new theoretical results. More specifically, we first show
that under mild conditions on the prior, the posterior distribution
concentrates around the true mixing distribution at a near optimal rate with
respect to the Wasserstein distance. Under a separation condition on the true
mixing distribution, we further show that a better and adaptive convergence
rate can be achieved, and the number of components can be consistently
estimated. Furthermore, we derive optimal convergence rates for the
higher-order mixture models where the number of components diverges arbitrarily
fast. In addition, we consider the fractional posterior and investigate its
posterior contraction rates, which are also shown to be minimax optimal in
estimating the mixing distribution under mild conditions. We also investigate
Bayesian estimation of general mixtures with strong identifiability conditions,
and derive the optimal convergence rates when the number of components is
fixed. Lastly, we study theoretical properties of the posterior of the popular
Dirichlet process (DP) mixture prior, and show that such a model can provide a
reasonable estimate for the number of components while only guaranteeing a slow
convergence rate of the mixing distribution estimation.
"
"stat.TH","  Inspired by Stein's lemma, we derive two expressions for the joint moments of
elliptical distributions. We use two different methods to derive
$E[X_{1}^{2}f(\mathbf{X})]$ for any measurable function $f$ satisfying some
regularity conditions. Then, by applying this result, we obtain new formulae
for expectations of product of normally distributed random variables, and also
present simplified expressions of $E[X_{1}^{2}f(\mathbf{X})]$ for multivariate
Student-$t$, logistic and Laplace distributions.
"
"stat.TH","  We present general results on the univariate tail conditional expectation
(TCE) and multivariate tail conditional expectation for location-scale mixture
of elliptical distributions. Examples include the location-scale mixture of
normal distributions, location-scale mixture of Student-$t$ distributions,
location-scale mixture of Logistic distributions and location-scale mixture of
Laplace distributions. We also consider portfolio risk decomposition with TCE
for location-scale mixture of elliptical distributions.
"
"stat.TH","  General linear models (GLM) are often constructed and used in statistical
inference at the voxel level in brain imaging. In this paper, we explore the
basics of random fields and the multiple comparisons on the random fields,
which are necessary to properly threshold statistical maps for the whole image
at specific statistical significance level. The multiple comparisons are
crucial in determining overall statistical significance in correlated test
statistics over the whole brain. In practice, t- or F-statistics in adjacent
voxels are correlated. So there is the problem of multiple comparisons, which
we have simply neglected up to now. For multiple comparisons that account for
spatially correlated test statistics, various methods were proposed: Bonferroni
correction, random field theory, false discovery rates and permutation tests.
Among them, we will explore the random field approach.
"
"stat.TH","  Given $n$ independent and identically distributed observations and measuring
the value of obtaining an additional observation in terms of Le Cam's notion of
deficiency between experiments we show for certain types of non-parametric
experiments that the value of an additional observation decreases at a rate of
$1/\sqrt{n}$. This is distinct from the known typical decrease at a rate of
$1/n$ for parametric experiments and non-decreasing value in the case of very
large experiments. In particular the rate of $1/\sqrt{n}$ holds for the
experiment given by observing samples from a density about which we know only
that it is bounded from below by some fixed constant. Thus there exists an
experiment where the value of additional observations tends to zero but for
which no consistent, in total variation distance, estimator exists.
"
"stat.TH","  We give two new simple characterizations of the Cauchy distribution by using
the M\""obius and Mellin transforms. They also yield characterizations of the
circular Cauchy distribution and the mixture Cauchy model.
"
"stat.TH","  The linear regression model can be used even when the true regression
function is not linear. The resulting estimated linear function is the best
linear approximation to the regression function and the vector $\beta$ of the
coefficients of this linear approximation are the projection parameter. We
provide finite sample bounds on the Normal approximation to the law of the
least squares estimator of the projection parameters normalized by the
sandwich-based standard error. Our results hold in the increasing dimension
setting and under minimal assumptions on the distribution of the response
variable. Furthermore, we construct confidence sets for $\beta$ in the form of
hyper-rectangles and establish rates on their coverage accuracy. We provide
analogous results for partial correlations among the entries of sub-Gaussian
vectors.
"
"stat.TH","  An individualized dose rule recommends a dose level within a continuous safe
dose range based on patient level information such as physical conditions,
genetic factors and medication histories. Traditionally, personalized dose
finding process requires repeating clinical visits of the patient and frequent
adjustments of the dosage. Thus the patient is constantly exposed to the risk
of underdosing and overdosing during the process. Statistical methods for
finding an optimal individualized dose rule can lower the costs and risks for
patients. In this article, we propose a kernel assisted learning method for
estimating the optimal individualized dose rule. The proposed methodology can
also be applied to all other continuous decision-making problems. Advantages of
the proposed method include robustness to model misspecification and capability
of providing statistical inference for the estimated parameters. In the
simulation studies, we show that this method is capable of identifying the
optimal individualized dose rule and produces favorable expected outcomes in
the population. Finally, we illustrate our approach using data from a warfarin
dosing study for thrombosis patients.
"
"stat.TH","  Recently, there has been significant work studying distribution testing under
the Conditional Sampling model. In this model, a query specifies a subset $S$
of the domain, and the output received is a sample drawn from the distribution
conditioned on being in $S$. In this paper, we improve query complexity bounds
for several classic distribution testing problems in this model.
  First, we prove that tolerant uniformity testing in the conditional sampling
model can be solved using $\tilde{O}(\varepsilon^{-2})$ queries, which is
optimal and improves upon the $\tilde{O}(\varepsilon^{-20})$-query algorithm of
Canonne et al. [CRS15]. This bound even holds under a restricted version of the
conditional sampling model called the Pair Conditional Sampling model. Next, we
prove that tolerant identity testing in the conditional sampling model can be
solved in $\tilde{O}(\varepsilon^{-4})$ queries, which is the first known bound
independent of the support size of the distribution for this problem. Next, we
use our algorithm for tolerant uniformity testing to get an
$\tilde{O}(\varepsilon^{-4})$-query algorithm for monotonicity testing in the
conditional sampling model, improving on the
$\tilde{O}(\varepsilon^{-22})$-query algorithm of Canonne [Can15]. Finally, we
study (non-tolerant) identity testing under the pair conditional sampling
model, and provide a tight bound of $\tilde{\Theta}(\sqrt{\log N} \cdot
\varepsilon^{-2})$ for the query complexity, where the domain of the
distribution has size $N$. This improves upon both the known upper and lower
bounds in [CRS15].
"
"stat.TH","  In this paper we are concerned with a sequence of univariate random variables
with piecewise polynomial means and independent sub-Gaussian noise. The
underlying polynomials are allowed to be of arbitrary but fixed degrees. All
the other model parameters are allowed to vary depending on the sample size.
  We propose a two-step estimation procedure based on the $\ell_0$-penalisation
and provide upper bounds on the localisation error. We complement these results
by deriving a global information-theoretic lower bounds, which show that our
two-step estimators are nearly minimax rate-optimal. We also show that our
estimator enjoys near optimally adaptive performance by attaining individual
localisation errors depending on the level of smoothness at individual change
points of the underlying signal. In addition, under a special smoothness
constraint, we provide a minimax lower bound on the localisation errors. This
lower bound is independent of the polynomial orders and is sharper than the
global minimax lower bound.
"
"stat.TH","  This work is devoted to the finite sample prediction risk analysis of a class
of linear predictors of a response $Y\in \mathbb{R}$ from a high-dimensional
random vector $X\in \mathbb{R}^p$ when $(X,Y)$ follows a latent factor
regression model generated by a unobservable latent vector $Z$ of dimension
less than $p$. Our primary contribution is in establishing finite sample risk
bounds for prediction with the ubiquitous Principal Component Regression (PCR)
method, under the factor regression model, with the number of principal
components adaptively selected from the data---a form of theoretical guarantee
that is surprisingly lacking from the PCR literature. To accomplish this, we
prove a master theorem that establishes a risk bound for a large class of
predictors, including the PCR predictor as a special case. This approach has
the benefit of providing a unified framework for the analysis of a wide range
of linear prediction methods, under the factor regression setting. In
particular, we use our main theorem to recover known risk bounds for the
minimum-norm interpolating predictor, which has received renewed attention in
the past two years, and a prediction method tailored to a subclass of factor
regression models with identifiable parameters. This model-tailored method can
be interpreted as prediction via clusters with latent centers. To address the
problem of selecting among a set of candidate predictors, we analyze a simple
model selection procedure based on data-splitting, providing an oracle
inequality under the factor model to prove that the performance of the selected
predictor is close to the optimal candidate. We conclude with a detailed
simulation study to support and complement our theoretical results.
"
"stat.TH","  In this paper, we study the log-likelihood function and Maximum Likelihood
Estimate (MLE) for the matrix normal model for both real and complex models. We
describe the exact number of samples needed to achieve (almost surely) three
conditions, namely a bounded log-likelihood function, existence of MLEs, and
uniqueness of MLEs. As a consequence, we observe that almost sure boundedness
of log-likelihood function guarantees almost sure existence of an MLE, thereby
proving a conjecture of Drton, Kuriki and Hoff. The main tools we use are from
the theory of quiver representations, in particular, results of Kac, King and
Schofield on canonical decomposition and stability.
"
"stat.TH","  Missing data and confounding are two problems researchers face in
observational studies for comparative effectiveness. Williamson et al. (2012)
recently proposed a unified approach to handle both issues concurrently using a
multiply-robust (MR) methodology under the assumption that confounders are
missing at random. Their approach considers a union of models in which any
submodel has a parametric component while the remaining models are
unrestricted. We show that while their estimating function is MR in theory, the
possibility for multiply robust inference is complicated by the fact that
parametric models for different components of the union model are not variation
independent and therefore the MR property is unlikely to hold in practice. To
address this, we propose an alternative transparent parametrization of the
likelihood function, which makes explicit the model dependencies between
various nuisance functions needed to evaluate the MR efficient score. The
proposed method is genuinely doubly-robust (DR) in that it is consistent and
asymptotic normal if one of two sets of modeling assumptions holds. We evaluate
the performance and doubly robust property of the DR method via a simulation
study.
"
"stat.TH","  We introduce a new class of methods for finite-sample false discovery rate
(FDR) control in multiple testing problems with dependent test statistics where
the dependence is fully or partially known. Our approach separately calibrates
a data-dependent p-value rejection threshold for each hypothesis, relaxing or
tightening the threshold as appropriate to target exact FDR control. In
addition to our general framework we propose a concrete algorithm, the
dependence-adjusted Benjamini-Hochberg (dBH) procedure, which adaptively
thresholds the q-value for each hypothesis. Under positive regression
dependence the dBH procedure uniformly dominates the standard BH procedure, and
in general it uniformly dominates the Benjamini-Yekutieli (BY) procedure (also
known as BH with log correction). Simulations and real data examples illustrate
power gains over competing approaches to FDR control under dependence.
"
"stat.TH","  Population quantiles are important parameters in many applications.
Enthusiasm for the development of effective statistical inference procedures
for quantiles and their functions has been high for the past decade. In this
article, we study inference methods for quantiles when multiple samples from
linked populations are available. The research problems we consider have a wide
range of applications. For example, to study the evolution of the economic
status of a country, economists monitor changes in the quantiles of annual
household incomes, based on multiple survey datasets collected annually. Even
with multiple samples, a routine approach would estimate the quantiles of
different populations separately. Such approaches ignore the fact that these
populations are linked and share some intrinsic latent structure. Recently,
many researchers have advocated the use of the density ratio model (DRM) to
account for this latent structure and have developed more efficient procedures
based on pooled data. The nonparametric empirical likelihood (EL) is
subsequently employed. Interestingly, there has been no discussion in this
context of the EL-based likelihood ratio test (ELRT) for population quantiles.
We explore the use of the ELRT for hypotheses concerning quantiles and
confidence regions under the DRM. We show that the ELRT statistic has a
chi-square limiting distribution under the null hypothesis. Simulation
experiments show that the chi-square distributions approximate the
finite-sample distributions well and lead to accurate tests and confidence
regions. The DRM helps to improve statistical efficiency. We also give a
real-data example to illustrate the efficiency of the proposed method.
"
"stat.TH","  We develop Edgeworth expansion theory for spot volatility estimator under
general assumptions on the log-price process that allow for drift and leverage
effect. The result is based on further estimation of skewness and kurtosis,
when compared with existing second order asymptotic normality result. Thus our
theory can provide with a refinement result for the finite sample distribution
of spot volatility. We also construct feasible confidence intervals (one-sided
and two-sided) for spot volatility by using Edgeworth expansion. The Monte
Carlo simulation study we conduct shows that the intervals based on Edgeworth
expansion perform better than the conventional intervals based on normal
approximation, which justifies the correctness of our theoretical conclusion.
"
"stat.TH","  Regression models with crossed random effect error models can be very
expensive to compute. The cost of both generalized least squares and Gibbs
sampling can easily grow as $N^{3/2}$ (or worse) for $N$ observations.
Papaspiliopoulos et al. (2020) present a collapsed Gibbs sampler that costs
$O(N)$, but under an extremely stringent sampling model. We propose a
backfitting algorithm to compute a generalized least squares estimate and prove
that it costs $O(N)$ under greatly relaxed though still strict sampling
assumptions. Empirically, the backfitting algorithm costs $O(N)$ under further
relaxed assumptions. We illustrate the new algorithm on a ratings data set from
Stitch Fix.
"
"stat.TH","  Wasserstein geometry and information geometry are two important structures to
be introduced in a manifold of probability distributions. Wasserstein geometry
is defined by using the transportation cost between two distributions, so it
reflects the metric of the base manifold on which the distributions are
defined. Information geometry is defined to be invariant under reversible
transformations of the base space. Both have their own merits for applications.
In particular, statistical inference is based upon information geometry, where
the Fisher metric plays a fundamental role, whereas Wasserstein geometry is
useful in computer vision and AI applications. In this study, we analyze
statistical inference based on the Wasserstein geometry in the case that the
base space is one-dimensional. By using the location-scale model, we further
derive the W-estimator that explicitly minimizes the transportation cost from
the empirical distribution to a statistical model and study its asymptotic
behaviors. We show that the W-estimator is consistent and explicitly give its
asymptotic distribution. The W-estimator is Fisher efficient only in the
Gaussian case. We further prove that the maximum likelihood estimator minimizes
the transportation cost from the true distribution to the estimated one.
"
"stat.TH","  Majorisation, also called rearrangement inequalities, yields a type of
stochastic ordering in which two or more distributions can be then compared.
This method provides a representation of the peakedness of probability
distributions and is also independent of the location of probabilities. These
properties make majorisation a good candidate as a theory for uncertainty. We
demonstrate that this approach is also dimension free by obtaining univariate
decreasing rearrangements from multivariate distributions, thus we can consider
the ordering of two, or more, distributions with different support. We present
operations including inverse mixing and maximise/minimise to combine and
analyse uncertainties associated with different distribution functions. We
illustrate these methods for empirical examples with applications to scenario
analysis and simulations.
"
"stat.TH","  We obtain central limit theorems for stationary random fields which are based
on the use of a novel measure of dependence called $\theta$-lex weak
dependence. We discuss hereditary properties for $\theta$-lex and $\eta$-weak
dependence and illustrate the possible applications of the weak dependence
notions to the study of the asymptotic properties of stationary random fields.
Our general results are applied to mixed moving average fields (MMAF in short)
and ambit fields. We show general conditions such that MMAF and ambit fields,
with the volatility field being an MMAF or a $p$-dependent random field, are
weakly dependent. For all the aforementioned models, we give a complete
characterization of their weak dependence coefficients and sufficient
conditions to obtain asymptotic normality of their sample moments. Finally, we
give explicit computations of the weak dependence coefficients in the case of
MSTOU and CARMA fields.
"
"stat.TH","  In this paper we develop valid inference for high-dimensional time series. We
extend the desparsified lasso to a time series setting under Near-Epoch
Dependence (NED) assumptions allowing for non-Gaussian, serially correlated and
heteroskedastic processes, where the number of regressors can possibly grow
faster than the time dimension. We first derive an oracle inequality for the
(regular) lasso, relaxing the commonly made exact sparsity assumption to a
weaker alternative, which permits many small but non-zero parameters. The weak
sparsity coupled with the NED assumption means this inequality can also be
applied to the (inherently misspecified) nodewise regressions performed in the
desparsified lasso. This allows us to establish the uniform asymptotic
normality of the desparsified lasso under general conditions. Additionally, we
show consistency of a long-run variance estimator, thus providing a complete
set of tools for performing inference in high-dimensional linear time series
models. Finally, we perform a simulation exercise to demonstrate the small
sample properties of the desparsified lasso in common time series settings.
"
"stat.TH","  We consider distributed inference using sequentially interactive protocols.
We obtain lower bounds on the minimax sample complexity of interactive
protocols under local information constraints, a broad family of resource
constraints which captures communication constraints, local differential
privacy, and noisy binary queries as special cases. We focus on the inference
tasks of learning (density estimation) and identity testing (goodness-of-fit)
for discrete distributions under total variation distance, and establish
general lower bounds that take into account the local constraints modeled as a
channel family.
  Our main technical contribution is an approach to handle the correlation that
builds due to interactivity and quantifies how effectively one can exploit this
correlation in spite of the local constraints. Using this, we fill gaps in some
prior works and characterize the optimal sample complexity of learning and
testing discrete distributions under total variation distance, for both
communication and local differential privacy constraints. Prior to our work,
this was known only for the problem of testing under local privacy constraints
(Amin, Joseph, and Mao (2020); Berrett and Butucea (2020)). Our results show
that interactivity does not help for learning or testing under these two
constraints. Finally, we provide the first instance of a natural family of
""leaky query"" local constraints under which interactive protocols strictly
outperform the noninteractive ones for distribution testing.
"
"stat.TH","  A Bayesian decision analysis perspective on problems of constrained
forecasting is presented and developed, motivated by increasing interest in
problems of aggregate and hierarchical forecasting coupled with short-comings
of traditional, purely inferential approaches. Foundational and pedagogic
developments underlie new methodological approaches to such problems, explored
and exemplified in contexts of total-constrained forecasting linked to
motivating applications in commercial forecasting. The new perspective is
complementary and integrated with traditional Bayesian inference approaches,
while offering new practical methodology when the traditional view is
challenged. Examples explore ranges of practically relevant loss functions in
simple, illustrative contexts that highlight the opportunities for methodology
as well as practically important questions of how constrained forecasting is
impacted by dependencies among outcomes being predicted. The paper couples this
core development with arguments in support of a broader view of Bayesian
decision analysis than is typically adopted, involving studies of predictive
distributions of loss function values under putative optimal decisions.
Additional examples highlight the practical importance of this broader view in
the constrained forecasting context. Extensions to more general constrained
forecasting problems, and connections with broader interests in forecast
reconciliation and aggregation are noted along with other broader
considerations.
"
"stat.TH","  In this paper, we provide general bounds on the mean absolute difference and
difference of moments of a random variable $X$ and a perturbation rd$(X)$, when
$|{\rm rd}(x)-x| \leq \epsilon |x|$ or $|{\rm rd}(x)-x| \leq \delta$ which
depend linearly on $\epsilon$ and $\delta$. We then show that if the
perturbation corresponds to rounding to the nearest point in some fixed
discrete set, the bounds on the difference of moments can be improved to
quadratic in many cases. When the points in this fixed set are uniformly
spaced, our analysis can be viewed as a generalization of Sheppard's
corrections. We discuss how our bounds can be used to balance measurement error
with sample error in a rigorous way, as well as how they can be used to
generalize classical numerical analysis results. The frameworks developed in
our analysis can be applied to a wider range of applications than those studied
in this paper and may be of general interest.
"
"stat.TH","  This paper concerns the parameter estimation problem for the quadratic
potential energy in interacting particle systems from continuous-time and
single-trajectory data. Even though such dynamical systems are
high-dimensional, we show that the vanilla maximum likelihood estimator
(without regularization) is able to estimate the interaction potential
parameter with optimal rate of convergence simultaneously in mean-field limit
and in long-time dynamics. This to some extend avoids the
curse-of-dimensionality for estimating large dynamical systems under symmetry
of the particle interaction.
"
"stat.TH","  A fundamental problem in the high-dimensional regression is to understand the
tradeoff between type I and type II errors or, equivalently, false discovery
rate (FDR) and power in variable selection. To address this important problem,
we offer the first complete tradeoff diagram that distinguishes all pairs of
FDR and power that can be asymptotically realized by the Lasso with some choice
of its penalty parameter from the remaining pairs, in a regime of linear
sparsity under random designs. The tradeoff between the FDR and power
characterized by our diagram holds no matter how strong the signals are. In
particular, our results improve on the earlier Lasso tradeoff diagram of
arXiv:1511.01957 by recognizing two simple but fundamental constraints on the
pairs of FDR and power. The improvement is more substantial when the regression
problem is above the Donoho--Tanner phase transition. Finally, we present
extensive simulation studies to confirm the sharpness of the complete Lasso
tradeoff diagram.
"
"stat.TH","  We study the statistical problem of estimating a rank-one sparse tensor
corrupted by additive Gaussian noise, a model also known as sparse tensor PCA.
We show that for Bernoulli and Bernoulli-Rademacher distributed signals and
\emph{for all} sparsity levels which are sublinear in the dimension of the
signal, the sparse tensor PCA model exhibits a phase transition called the
\emph{all-or-nothing phenomenon}. This is the property that for some
signal-to-noise ratio (SNR) $\mathrm{SNR_c}$ and any fixed $\epsilon>0$, if the
SNR of the model is below $\left(1-\epsilon\right)\mathrm{SNR_c}$, then it is
impossible to achieve any arbitrarily small constant correlation with the
hidden signal, while if the SNR is above $\left(1+\epsilon
\right)\mathrm{SNR_c}$, then it is possible to achieve almost perfect
correlation with the hidden signal. The all-or-nothing phenomenon was initially
established in the context of sparse linear regression, and over the last year
also in the context of sparse 2-tensor (matrix) PCA, Bernoulli group testing,
and generalized linear models. Our results follow from a more general result
showing that for any Gaussian additive model with a discrete uniform prior, the
all-or-nothing phenomenon follows as a direct outcome of an appropriately
defined ""near-orthogonality"" property of the support of the prior distribution.
"
"stat.TH","  We introduce stochastic sequences $\zeta(k)$ with periodically stationary
generalized multiple increments of fractional order which combines
cyclostationary, multi-seasonal, integrated and fractionally integrated
patterns. We solve the problem of optimal estimation of linear functionals
constructed from unobserved values of stochastic sequences $\zeta(k)$ based on
their observations at points $ k<0$. For sequences with known spectral
densities, we obtain formulas for calculating values of the mean square errors
and the spectral characteristics of the optimal estimates of functionals.
Formulas that determine the least favorable spectral densities and minimax
(robust) spectral characteristics of the optimal linear estimates of
functionals are proposed in the case where spectral densities of sequences are
not exactly known while some sets of admissible spectral densities are given.
"
"stat.TH","  Multi-reference alignment entails estimating a signal in $\mathbb{R}^L$ from
its circularly-shifted and noisy copies. This problem has been studied
thoroughly in recent years, focusing on the finite-dimensional setting (fixed
$L$). Motivated by single-particle cryo-electron microscopy, we analyze the
sample complexity of the problem in the high-dimensional regime $L\to\infty$.
Our analysis uncovers a phase transition phenomenon governed by the parameter
$\alpha = L/(\sigma^2\log L)$, where $\sigma^2$ is the variance of the noise.
When $\alpha>2$, the impact of the unknown circular shifts on the sample
complexity is minor. Namely, the number of measurements required to achieve a
desired accuracy $\varepsilon$ approaches $\sigma^2/\varepsilon$ for small
$\varepsilon$; this is the sample complexity of estimating a signal in additive
white Gaussian noise, which does not involve shifts. In sharp contrast, when
$\alpha\leq 2$, the problem is significantly harder and the sample complexity
grows substantially quicker with $\sigma^2$.
"
"stat.TH","  We consider bivariate observations $(X_1,Y_1), \ldots, (X_n,Y_n)\subset
\mathfrak{X}\times\mathbb{R}$ with a real set $\mathfrak{X}$ such that,
conditional on the $X_i$, the $Y_i$ are independent random variables with
distribution $P_{X_i}$, where $(P_x)_{x\in\mathfrak{X}}$ is unknown. Using an
empirical likelihood approach, we devise an algorithm to estimate the unknown
family of distributions $(P_x)_{x\in\mathfrak{X}}$ under the sole assumption
that this family is increasing with respect to likelihood ratio order. We
review the latter concept and realize that no further assumption such as all
distributions $P_x$ having densities or having a common countable support is
needed.
  The benefit of the stronger regularization imposed by likelihood ratio
ordering over the usual stochastic ordering is evaluated in terms of estimation
and predictive performances on simulated as well as real data.
"
"stat.TH","  We study statistical inference for small-noise-perturbed multiscale dynamical
systems where the slow motion is driven by fractional Brownian motion. We
develop statistical estimators for both the Hurst index as well as a vector of
unknown parameters in the model based on a single time series of observations
from the slow process only. We prove that these estimators are both consistent
and asymptotically normal as the amplitude of the perturbation and the
time-scale separation parameter go to zero. Numerical simulations illustrate
the theoretical results.
"
"stat.TH","  We consider the batch (off-line) policy learning problem in the infinite
horizon Markov Decision Process. Motivated by mobile health applications, we
focus on learning a policy that maximizes the long-term average reward. We
propose a doubly robust estimator for the average reward and show that it
achieves semiparametric efficiency given multiple trajectories collected under
some behavior policy. Based on the proposed estimator, we develop an
optimization algorithm to compute the optimal policy in a parameterized
stochastic policy class. The performance of the estimated policy is measured by
the difference between the optimal average reward in the policy class and the
average reward of the estimated policy and we establish a finite-sample regret
guarantee. To the best of our knowledge, this is the first regret bound for
batch policy learning in the infinite time horizon setting. The performance of
the method is illustrated by simulation studies.
"
"stat.TH","  Identifying directions where severe events occur is a major challenge in
multivariate Extreme Value Analysis. The support of the spectral measure of
regularly varying vectors brings out which coordinates contribute to the
extremes. This measure is defined via weak convergence which fails at providing
an estimator of its support, especially in high dimension. The estimation of
the support is all the more challenging since it relies on a threshold above
which the data are considered to be extreme and the choice of such a threshold
is still an open problem. In this paper we extend the framework of sparse
regular variation introduced by Meyer and Wintenberger (2020) to infer tail
dependence. This approach relies on the Euclidean projection onto the simplex
which exhibits sparsity and reduces the dimension of the extremes' analysis. We
provide an algorithmic approach based on model selection to tackle both the
choice of an optimal threshold and the learning of relevant directions on which
extreme events appear. We apply our method on numerical experiments to
highlight the relevance of our findings. Finally we illustrate our approach
with financial return data.
"
"stat.TH","  The non-parametric estimation of covariance lies at the heart of functional
data analysis, whether for curve or surface-valued data. The case of a
two-dimensional domain poses both statistical and computational challenges,
which are typically alleviated by assuming separability. However, separability
is often questionable, sometimes even demonstrably inadequate. We propose a
framework for the analysis of covariance operators of random surfaces that
generalises separability, while retaining its major advantages. Our approach is
based on the additive decomposition of the covariance into a series of
separable components. The decomposition is valid for any covariance over a
two-dimensional domain. Leveraging the key notion of the partial inner product,
we generalise the power iteration method to general Hilbert spaces and show how
the aforementioned decomposition can be efficiently constructed in practice.
Truncation of the decomposition and retention of the principal separable
components automatically induces a non-parametric estimator of the covariance,
whose parsimony is dictated by the truncation level. The resulting estimator
can be calculated, stored and manipulated with little computational overhead
relative to separability. The framework and estimation method are genuinely
non-parametric, since the considered decomposition holds for any covariance.
Consistency and rates of convergence are derived under mild regularity
assumptions, illustrating the trade-off between bias and variance regulated by
the truncation level. The merits and practical performance of the proposed
methodology are demonstrated in a comprehensive simulation study.
"
"stat.TH","  We investigate the problem of sensor clusterization in optimal experimental
design for infinite-dimensional Bayesian inverse problems. We suggest an
analytically tractable model for such designs and reason how it may lead to
sensor clusterization in the case of iid measurement noise. We also show that
in the case of spatially correlated measurement error clusterization does not
occur. As a part of the analysis we prove a matrix determinant lemma analog in
infinite dimensions, as well as a lemma for calculating derivatives of $\log
\det$ of operators.
"
"stat.TH","  In the linear regression model with possibly autoregressive errors, we
propose a family of nonparametric tests for regression under a nuisance
autoregression. The tests avoid the estimation of nuisance parameters, in
contrast to the tests proposed in the literature.
"
"stat.TH","  Heyde proved that a Gaussian distribution on the real line is characterized
by the symmetry of the conditional distribution of one linear statistic given
another. The present article is devoted to a group analogue of the Heyde
theorem. We describe distributions of independent random variables $\xi_1$,
$\xi_2$ with values in a group $X=\mathbb{R}^n\times D$, where $D$ is a
discrete Abelian group, which are characterized by the symmetry of the
conditional distribution of the linear statistic $L_2 = \xi_1 + \delta\xi_2$
given $L_1 = \xi_1 + \xi_2$, where $\delta$ is a topological automorphism of
$X$ such that ${Ker}(I+\delta)=\{0\}$.
"
"stat.TH","  We consider a high-dimensional linear regression problem. Unlike many papers
on the topic, we do not require sparsity of the regression coefficients;
instead, our main structural assumption is a decay of eigenvalues of the
covariance matrix of the data. We propose a new family of estimators, called
the canonical thresholding estimators, which pick largest regression
coefficients in the canonical form. The estimators admit an explicit form and
can be linked to LASSO and Principal Component Regression (PCR). A theoretical
analysis for both fixed design and random design settings is provided. Obtained
bounds on the mean squared error and the prediction error of a specific
estimator from the family allow to clearly state sufficient conditions on the
decay of eigenvalues to ensure convergence. In addition, we promote the use of
the relative errors, strongly linked with the out-of-sample $R^2$. The study of
these relative errors leads to a new concept of joint effective dimension,
which incorporates the covariance of the data and the regression coefficients
simultaneously, and describes the complexity of a linear regression problem.
Numerical simulations confirm good performance of the proposed estimators
compared to the previously developed methods.
"
"stat.TH","  Various methods of combining individual p-values into one p-value are widely
used in many areas of statistical applications. We say that a combining method
is valid for arbitrary dependence (VAD) if it does not require any assumption
on the dependence structure of the p-values, whereas it is valid for some
dependence (VSD) if it requires some specific, perhaps realistic but
unjustifiable, dependence structures. The trade-off between validity and
efficiency of these methods is studied via analyzing the choices of critical
values under different dependence assumptions. We introduce the notions of
independence-comonotonicity balance (IC-balance) and the price for validity. In
particular, IC-balanced methods always produce an identical critical value for
independent and perfectly positively dependent p-values, a specific type of
insensitivity to a family of dependence assumptions. We show that, among two
very general classes of merging methods commonly used in practice, the Cauchy
combination method and the Simes method are the only IC-balanced ones.
Simulation studies and a real data analysis are conducted to analyze the sizes
and powers of various combining methods in the presence of weak and strong
dependence.
"
"stat.TH","  Sensitivity indices are commonly used to quantity the relative inuence of any
specic group of input variables on the output of a computer code. In this
paper, we focus both on computer codes the output of which is a cumulative
distribution function and on stochastic computer codes. We propose a way to
perform a global sensitivity analysis for these kinds of computer codes. In the
rst setting, we dene two indices: the rst one is based on Wasserstein
Fr{\'e}chet means while the second one is based on the Hoeding decomposition of
the indicators of Wasserstein balls. Further, when dealing with the stochastic
computer codes, we dene an ideal version of the stochastic computer code thats
ts into the frame of the rst setting. Finally, we deduce a procedure to realize
a second level global sensitivity analysis, namely when one is interested in
the sensitivity related to the input distributions rather than in the
sensitivity related to the inputs themselves. Several numerical studies are
proposed as illustrations in the dierent settings.
"
"stat.TH","  This paper obtains asymptotic results for parametric inference using
prediction-based estimating functions when the data are high frequency
observations of a diffusion process with an infinite time horizon.
Specifically, the data are observations of a diffusion process at $n$
equidistant time points $\Delta_n i$, and the asymptotic scenario is $\Delta_n
\to 0$ and $n\Delta_n \to \infty$. For a useful and tractable classes of
prediction-based estimating functions, existence of a consistent estimator is
proved under standard weak regularity conditions on the diffusion process and
the estimating function. Asymptotic normality of the estimator is established
under the additional rate condition $n\Delta_n^3 \to 0$. The prediction-based
estimating functions are approximate martingale estimating functions to a
smaller order than what has previously been studied, and new non-standard
asymptotic theory is needed. A Monte Carlo method for calculating the
asymptotic variance of the estimators is proposed.
"
